idx,AirQualityStation,no2,img_path,s5p_path,date_str,no2_norm,18.71056311
932,06-037-0113,22.2629407,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,0.2703028918,
933,06-037-0113,24.8863308,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,0.4699184771,
934,06-037-0113,30.32311816,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,0.8836074252,
935,06-037-0113,29.75302149,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,0.8402283707,
936,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,-1.423699817,
937,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-1.423699817,
938,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-1.423699817,
939,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-1.423699817,
940,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-1.423699817,
941,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-1.423699817,
942,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-1.423699817,
943,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-1.423699817,
944,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-1.423699817,
945,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-1.423699817,
946,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,-1.423699817,
947,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,-1.423699817,
948,06-111-3001,10.89239822,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,-0.594889628,
949,06-111-3001,9.142678156,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.7280270496,
950,06-111-3001,7.248415018,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-0.8721628549,
951,06-111-3001,7.607235133,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.8448599817,
952,06-111-3001,5.850003459,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.9785689672,
953,06-111-3001,5.402956315,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-1.012585097,
954,06-111-3001,6.60458573,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.9211522751,
955,06-111-3001,8.466591947,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.7794709215,
956,06-111-3001,8.877571422,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.7481992062,
957,06-111-3001,11.01248115,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,-0.5857524334,
958,06-111-3001,12.29901458,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,-0.4878592062,
959,06-111-3001,11.67593485,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,-0.5352697781,
960,06-111-3001,12.84622721,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,-0.446221415,
961,06-111-3001,12.29033644,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,-0.4885195321,
962,06-111-3001,5.82133631,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.9807502707,
963,06-111-3001,5.408281979,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-1.012179863,
964,06-111-3001,6.009499081,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-0.9664328339,
965,06-111-3001,4.708173864,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-1.065451579,
966,06-111-3001,5.753380192,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-0.9859210991,
967,06-111-3001,6.956943154,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.8943411527,
968,06-111-3001,10.7689769,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-0.6042808425,
969,06-111-3001,12.19423187,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,-0.4958321959,
970,06-111-3001,12.91688793,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,-0.440844792,
971,06-111-3001,10.81856965,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,-0.6005072955,
972,06-075-0005,36.69158066,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,1.368188185,
973,06-075-0005,32.80509518,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,1.07246279,
974,06-075-0005,25.71625989,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,0.5330683614,
975,06-075-0005,15.28605371,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-0.2605733125,
976,06-075-0005,10.72157863,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-0.6078874099,
977,06-075-0005,10.13514442,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-0.6525095982,
978,06-075-0005,7.838588196,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-0.8272561656,
979,06-075-0005,8.786940854,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-0.7550953494,
980,06-075-0005,12.79815358,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-0.4498793712,
981,06-075-0005,20.4223517,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,0.1302511893,
982,06-075-0005,42.67583268,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,1.823534101,
983,06-075-0005,29.79423964,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,0.8433646886,
984,06-075-0005,30.14750504,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,0.8702448998,
985,06-075-0005,18.06076144,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.04944386322,
986,06-075-0005,18.63585671,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-0.005684462053,
987,06-075-0005,12.83405318,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.4471477454,
988,06-075-0005,7.994196524,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.8154158192,
989,06-075-0005,10.71128258,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.6086708434,
990,06-075-0005,7.862776943,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.8254156269,
991,06-075-0005,9.865420383,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.6730330887,
992,06-075-0005,14.63749739,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.309922416,
993,06-075-0005,30.68592442,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,0.911213607,
994,06-075-0005,29.85903589,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,0.848295081,
995,06-075-0005,25.86586835,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,0.5444521736,
996,06-075-0005,26.0160869,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,0.555882408,
997,06-075-0005,26.79610436,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,0.6152344812,
998,06-075-0005,14.84321597,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.2942691453,
999,06-075-0005,8.935423424,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-0.7437972069,
1000,06-075-0005,7.567690566,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-0.8478689554,
1001,06-075-0005,6.860488543,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.9016804514,
1002,06-075-0005,3.924798253,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-1.125059176,
1003,06-075-0005,8.01572313,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.8137778447,
1004,06-075-0005,13.66205149,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-0.3841447756,
1005,06-075-0005,22.6531611,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,0.2999950344,
1006,06-075-0005,25.70970989,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,0.532569967,
1007,06-075-0005,32.18077289,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,1.024957671,
1008,06-079-8002,12.81734283,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,-0.4484192477,
1009,06-079-8002,15.06040948,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-0.2777427395,
1010,06-079-8002,6.486395588,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-0.9301454456,
1011,06-079-8002,4.332173989,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-1.094061672,
1012,06-079-8002,2.627663871,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-1.223759037,
1013,06-079-8002,3.053275789,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-1.191373929,
1014,06-079-8002,4.813895979,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-1.057407109,
1015,06-079-8002,5.499988759,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-1.00520183,
1016,06-079-8002,7.532260796,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-0.8505648314,
1017,06-079-8002,12.14989838,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-0.4992055624,
1018,06-079-8002,17.92080885,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,-0.0600929535,
1019,06-079-8002,11.00466818,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,-0.5863469282,
1020,06-079-8002,10.39041632,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,-0.6330857809,
1021,06-079-8002,7.838198796,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.8272857953,
1022,06-079-8002,5.735550757,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-0.9872777533,
1023,06-079-8002,4.411188321,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-1.088049416,
1024,06-079-8002,3.013416098,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-1.194406881,
1025,06-079-8002,3.566550695,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-1.152318483,
1026,06-079-8002,3.632249634,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-1.147319405,
1027,06-079-8002,5.125374015,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-1.033706528,
1028,06-079-8002,6.847881388,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.9026397386,
1029,06-079-8002,12.16582659,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,-0.4979935738,
1030,06-079-8002,17.0621765,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,-0.1254268885,
1031,06-079-8002,9.862389275,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,-0.6732637279,
1032,06-079-8002,10.46888091,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,-0.6271153554,
1033,06-079-8002,12.90035589,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,-0.4421027264,
1034,06-079-8002,4.426705113,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-1.086868733,
1035,06-079-8002,2.445526372,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-1.237618007,
1036,06-079-8002,2.884380539,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-1.204225287,
1037,06-079-8002,2.732888633,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-1.215752412,
1038,06-079-8002,3.396137029,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-1.165285378,
1039,06-079-8002,6.845388381,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.9028294333,
1040,06-079-8002,8.732358859,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-0.7592485316,
1041,06-079-8002,11.47272626,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,-0.5507320619,
1042,06-079-8002,13.7875336,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,-0.3745967546,
1043,06-079-8002,16.66519735,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,-0.1556333094,
1044,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,-1.423699817,
1045,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-1.423699817,
1046,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-1.423699817,
1047,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-1.423699817,
1048,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-1.423699817,
1049,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-1.423699817,
1050,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-1.423699817,
1051,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-1.423699817,
